0,1,爱心,àixīn,love
1,2,安排,ānpái,arrange
2,3,安装,ānzhuāng,install
3,4,按,àn,press; push; check; restrain
4,5,按照,ànzhào,according to
5,6,把（介）,bǎ,(particle marking the following noun as a direct object)
6,7,把（量）,bǎ,(measure word)
7,8,把握,bǎwò,grasp
8,9,白（副）,bái,without results; in vain; waste efforts
9,10,白菜,bái cài,Chinese cabbage
10,11,班级,bān jí,class
11,12,搬,bān,turn; move
12,13,搬家,bān jiā,move; move house
13,14,板,bǎn,board; plank; shutter
14,15,办理,bànlǐ,handle
15,16,保,bǎo,defend; protect; keep; guarantee; ensure
16,17,保安,bǎo ān,security guard; public security; ensure safety
17,18,保持,bǎochí,keep
18,19,保存,bǎocún,Preservation
19,20,保护,bǎohù,protect
20,21,保留,bǎoliú,Retain
21,22,保险,bǎoxiǎn,Insurance
22,23,保证,bǎozhèng,ensure
23,24,报（名）,bào,newspaper; periodical; journal; report; telegram
24,25,报到,bàodào,"register,check in"
25,26,报道,bàodào,report
26,27,报告,bàogào,Presentation
27,28,背,bèi,Back
28,29,北部,běi bù,north
29,30,背（名）,bèi,back of the body; back side of an object
30,31,背后,bèi hòu,behind; at the back; in the rear
31,32,被,bèi,cover
32,33,被子,bèizi,quilt
33,34,本来,běnlái,originally
34,35,本领,běnlǐng,ability
35,36,本事,běnshi,Skill
36,37,比较,bǐjiào,compare
37,38,比例,bǐlì,Proportion
38,39,比赛,bǐsài,Match
39,40,必然,bìrán,Inevitable
40,41,必要,bìyào,necessary
41,42,变化,biànhuà,change
42,43,变为,biàn wéi,become; turn into; change into
43,44,标题,biāotí,title; heading
44,45,标准,biāozhǔn,standard
45,46,表达,biǎodá,Expression
46,47,表格,biǎogé,form
47,48,表面,biǎomiàn,surface
48,49,表明,biǎomíng,Indicate
49,50,表现,biǎoxiàn,performance
50,51,表演,biǎoyǎn,perform
51,52,并（副、连）,bìng,and; also; equally; simultaneously; side by side
52,53,并且,bìngqiě,also
53,54,播出,bō chū,broadcast; on the air
54,55,播放,bōfàng,play
55,56,不必,bú bì,need not; not have to
56,57,不断,búduàn,Constantly
57,58,不论,bú lùn,whether; no matter; whether … or
58,59,补,bǔ,repair; mend; patch; supply; make up for
59,60,补充,bǔchōng,supplement
60,61,不安,bù’ān,Uneasy
61,62,不得不,bùdébù,Cannot but
62,63,不光,bù guāng,not only
63,64,不仅,bùjǐn,not only
64,65,布,bù,cloth
65,66,步,bù,step; stage; walk; foot
66,67,部,bù,unit; ministry; department; part; section
67,68,部门,bùmén,department
68,69,部长,bù zhǎng,minister; head of a department
69,70,才能,cái néng,talent; ability; gift
70,71,采取,cǎiqǔ,"take, adpopt"
71,72,采用,cǎi yòng,put to use; adopt; use; employ
72,73,彩色,cǎi sè,multicolour; colour
73,74,曾经,céngjīng,once
74,75,产生,chǎnshēng,produce
75,76,长城,Chángchéng,The Great Wall
76,77,长处,cháng chù,strength; forte; strong point
77,78,长期,cháng qī,over a long period of time; long-term
78,79,厂,chǎng,factory; mill; plant; works
79,80,场合,chǎnghé,occasion
80,81,场所,chǎngsuǒ,place
81,82,超级,chāojí,super
82,83,朝,cháo,towards
83,84,吵,chǎo,Noisy
84,85,吵架,chǎojià,quarrel
85,86,衬衫,chènshān,shirt
86,87,衬衣,chèn yī,shirt
87,88,称为,chēng wéi,call; be called; be known as
88,89,成功,chénggōng,Success
89,90,成果,chéngguǒ,Achievements
90,91,成就,chéngjiù,achievement
91,92,成立,chénglì,establish
92,93,成熟,chéngshú,mature
93,94,成员,chéngyuán,member
94,95,成长,chéngzhǎng,Grow up
95,96,城,chéng,city; town
96,97,城市,chéngshì,City
97,98,程度,chéngdù,degree
98,99,持续,chíxù,Continued
99,100,充满,chōngmǎn,full of
100,101,重,zhòng,heavy
101,102,初,chū,beginning; start; basis; at the beginning of
102,103,初（初一）,chū （chū yī）,prefix (first grade of junior high school )
103,104,初步,chūbù,preliminary
104,105,初级,chūjí,primary
105,106,初中,chū zhōng,junior high school
106,107,除了,chúle,except
107,108,处理,chǔlǐ,Handle
108,109,传,chuán,pass; pass on; hand down; impart; spread; transmit
109,110,传播,chuánbō,spread
110,111,传来,chuán lái,came; come through
111,112,传说,chuánshuō,Legend
112,113,创新,chuàngxīn,innovate
113,114,创业,chuàngyè,carve out
114,115,创造,chuàngzào,create
115,116,创作,chuàngzuò,A literary creation
116,117,从来,cónglái,Always
117,118,从前,cóngqián,before
118,119,从事,cóngshì,Be engaged in
119,120,村,cūn,village; hamlet
120,121,存,cún,Deposit
121,122,存在,cúnzài,existence
122,123,错误,cuòwù,error
123,124,达到,dádào,Achieve
124,125,打破,dǎ pò,break; smash
125,126,打听,dǎting,Inquire
126,127,大概,dàgài,Probably
127,128,大使馆,dàshǐguǎn,Embassy
128,129,大约,dàyuē,about
129,130,大夫,dàifu,Doctor
130,131,代,dài,substitute; replace; take the place of
131,132,代表,dàibiǎo,representative
132,133,代表团,dài biǎo tuán,delegation; mission; deputation
133,134,带动,dài dòng,drive; spur
134,135,带领,dàilǐng,lead
135,136,单元,dānyuán,unit
136,137,当初,dāngchū,Original
137,138,当地,dāngdì,Local
138,139,当然,dāngrán,Of course
139,140,当中,dāng zhōng,among; in the middle; in the centre
140,141,刀,dāo,knife
141,142,导演,dǎoyǎn,director
142,143,到达,dàodá,Arrive
143,144,到底,dàodǐ,To the end
144,145,得分,dé fēn,score
145,146,等待,děngdài,wait for
146,147,底下,dǐ xià,under; below; beneath
147,148,地区,dìqū,region
148,149,电视剧,diàn shì jù,TV series; television drama
149,150,电视台,diàn shì tái,TV station
150,151,电台,diàntái,radio station
151,152,电子邮件,diànzǐyóujiàn,E-mail
152,153,调,diào,transfer; shift; move
153,154,调查,diàochá,investigation
154,155,订,dìng,conclude; draw up; order; revise
155,156,定期,dìngqī,regular
156,157,东部,dōng bù,east
157,158,动力,dònglì,"power, motivation"
158,159,动人,dòng rén,moving; touching
159,160,读者,dú zhě,reader
160,161,短处,duǎn chù,shortcoming; demerit
161,162,短裤,duǎn kù,shorts
162,163,短期,duǎn qī,short term
163,164,断,duàn,break
164,165,队员,duì yuán,team member
165,166,对待,duìdài,treat
166,167,对方,duìfāng,Other party
167,168,对手,duìshǒu,Opponent
168,169,对象,duìxiàng,object
169,170,顿,dùn,Meal
170,171,发表,fābiǎo,Publish
171,172,发出,fā chū,issue; send out; give off; emit
172,173,发达,fādá,developed
173,174,发动,fādòng,Launch
174,175,发明,fāmíng,Invention
175,176,发生,fāshēng,Happen
176,177,发送,fā sòng,send; transmit; dispatch; ship; forward
177,178,发言,fāyán,speak
178,179,发展,fāzhǎn,Development
179,180,反对,fǎnduì,Opposition
180,181,反复,fǎnfù,Repeatedly
181,182,反应,fǎnyìng,reaction
182,183,反正,fǎnzhèng,anyway
183,184,范围,fànwéi,Range
184,185,方式,fāngshì,mode
185,186,防,fáng,guard against; defend
186,187,防止,fángzhǐ,Prevent
187,188,房东,fángdōng,landlord
188,189,房屋,fáng wū,houses; buildings; tenement
189,190,房租,fáng zū,rent
190,191,访问,fǎngwèn,Visit
191,192,放到,fàng dào,put to; put into
192,193,飞行,fēi xíng,flight; flying
193,194,费,fèi,fee; cost
194,195,费用,fèi yòng,cost; expenses; outlay
195,196,分别,fēnbié,part
196,197,分配,fēnpèi,distribution
197,198,分组,fēn zǔ,grouping
198,199,丰富,fēngfù,rich
199,200,风险,fēngxiǎn,risk
200,201,否定,fǒudìng,negative
201,202,否认,fǒurèn,deny
202,203,服装,fúzhuāng,costume; dress
203,204,福,fú,blessing; good fortune
204,205,父母,fù mǔ,father and mother; parents
205,206,父亲,fùqīn,father
206,207,付,fù,pay; commit; hand over
207,208,负责,fùzé,Be responsible for
208,209,复印,fùyìn,To copy
209,210,复杂,fùzá,complex
210,211,富,fù,rich
211,212,改进,gǎijìn,Improvement
212,213,改造,gǎi zào,transform; reform
213,214,概念,gàiniàn,concept
214,215,赶,gǎn,catch up with
215,216,赶到,gǎn dào,arrived; get to
216,217,赶紧,gǎnjǐn,Quickly
217,218,赶快,gǎnkuài,Come on
218,219,敢,gǎn,dare
219,220,感冒,gǎnmào,Cold
220,221,感情,gǎnqíng,feeling
221,222,感受,gǎnshòu,feel
222,223,干吗,gàn má,Why
223,224,高速,gāo sù,high speed
224,225,高速公路,gāosùgōnglù,Expressway
225,226,告别,gàobié,farewell
226,227,歌迷,gē mí,fan
227,228,歌声,gē shēng,singing
228,229,歌手,gē shǒu,singer; vocalist
229,230,个人,gèrén,personal
230,231,个性,gèxìng,personality
231,232,各,gè,various
232,233,各地,gè dì,various regions; everywhere
233,234,各位,gè wèi,everybody
234,235,各种,gè zhǒng,all kinds; various; every kind
235,236,各自,gèzì,Each
236,237,根本,gēnběn,at all
237,238,更加,gèng jiā,more; even more
238,239,工厂,gōngchǎng,factory
239,240,工程师,gōngchéngshī,Engineer
240,241,工夫,gōng fu,time
241,242,工具,gōngjù,tool
242,243,工业,gōngyè,Industry
243,244,工资,gōngzī,wages
244,245,公布,gōngbù,Publish
245,246,公共,gōng gòng,public; common; community
246,247,公开,gōngkāi,open
247,248,公民,gōngmín,citizen
248,249,公务员,gōng wù yuán,civil servant; public functionary
249,250,功夫,gōngfu,Kungfu
250,251,功课,gōng kè,homework; schoolwork; classwork
251,252,功能,gōngnéng,function
252,253,共同,gòngtóng,common
253,254,共有,gòng yǒu,have altogether; share; owned by all
254,255,姑娘,gūniang,girl
255,256,古,gǔ,ancient; old
256,257,古代,gǔdài,Ancient
257,258,故乡,gùxiāng,Hometown
258,259,挂,guà,hang
259,260,关系,guānxì,relationship
260,261,关注,guān zhù,attention; follow with interest; pay close attention; show solicitude for
261,262,观察,guānchá,observation
262,263,观看,guān kàn,watch; view
263,264,观念,guānniàn,concept
264,265,观众,guānzhòng,Audience
265,266,管,guǎn,control; be in charge of; manage; run
266,267,管理,guǎnlǐ,Administration
267,268,光,guāng,light
268,269,光明,guāngmíng,light
269,270,广播,guǎngbō,Radio broadcast
270,271,广大,guǎngdà,Vast
271,272,规定,guīdìng,Regulations
272,273,规范,guīfàn,criterion; rule
273,274,国内,guó nèi,domestic; internal
274,275,国庆,guó qìng,National Day
275,276,果然,guǒrán,Sure enough
276,277,果汁,guǒzhī,fruit juice
277,278,过程,guòchéng,process
278,279,过去（名）,guò qù,past; old; foretime
279,280,哈哈,hā hā,ha-ha
280,281,海关,hǎiguān,Customs
281,282,害怕,hàipà,Fear
282,283,行,xíng,That’s ok
283,284,好好,hǎo hǎo,"really good, really nice"
284,285,好奇,hàoqí,Be curious
285,286,合,hé,close; shut; be equal to; add up to; join
286,287,合法,héfǎ,legitimate
287,288,合格,hégé,qualified
288,289,合理,hélǐ,reasonable
289,290,合作,hézuò,cooperation
290,291,和平,hépíng,peace
291,292,红茶,hóng chá,black tea
292,293,红酒,hóng jiǔ,red wine
293,294,后果,hòuguǒ,Consequence
294,295,后面,hòumiàn,behind
295,296,后年,hòu nián,the year after next
296,297,互联网,hùliánwǎng,Internet
297,298,互相,hùxiāng,each other
298,299,划船,huá chuán,row; paddle a boat; go boating
299,300,华人,huá rén,Chinese; ethnic Chinese
300,301,化（现代化）,huà （xiàn dài huà）,suffix (modernize; modernization)
301,302,话剧,huà jù,drama
302,303,话题,huàtí,Topic of conversation
303,304,欢乐,huānlè,Happy
304,305,环,huán,ring; loop; link; annulus
305,306,环保,huán bǎo,environmental protection
306,307,环境,huánjìng,Environment
307,308,会议,huìyì,Meeting
308,309,会员,huì yuán,membership
309,310,活,huó,live; save; work; living; alive
310,311,火（名）,huǒ,fire; anger; temper
311,312,机器,jīqì,machine
312,313,积极,jījí,positive
313,314,基本,jīběn,basic
314,315,基本上,jī běn shàng,basically
315,316,基础,jīchǔ,Basics
316,317,及时,jíshí,timely
317,318,…极了,… jí le,extremely; exceedingly
318,319,集体,jítǐ,collective
319,320,集中,jízhōng,focus
320,321,计算,jìsuàn,Calculation
321,322,记录,jìlù,Record
322,323,记者,jìzhě,Reporter
323,324,纪录,jìlù,Record
324,325,纪念,jìniàn,Anniversary
325,326,技术,jìshù,technology
326,327,继续,jìxù,Continue
327,328,加工,jiāgōng,machining
328,329,加快,jiā kuài,speed up; accelerate
329,330,加强,jiā qiáng,strengthen; reinforce
330,331,家具,jiājù,furniture
331,332,家属,jiāshǔ,family members
332,333,家乡,jiāxiāng,Hometown
333,334,价格,jiàgé,Price
334,335,价钱,jià qián,price
335,336,价值,jiàzhí,value
336,337,架,jià,frame; rack; shelf; stand
337,338,坚持,jiānchí,Insist
338,339,坚决,jiānjué,firm
339,340,坚强,jiānqiáng,Firm
340,341,简单,jiǎndān,simple
341,342,简直,jiǎnzhí,simply
342,343,建,jiàn,build; construct; erect; establish; set up; found
343,344,建成,jiàn chéng,built up
344,345,建立,jiànlì,establish
345,346,建设,jiànshè,build
346,347,建议,jiànyì,proposal
347,348,将近,jiāngjìn,nearly
348,349,将来,jiānglái,future
349,350,交费,jiāo fèi,pay
350,351,交警,jiāo jǐng,traffic police
351,352,交流,jiāoliú,Communication
352,353,交往,jiāowǎng,affiliate with
353,354,交易,jiāoyì,transaction
354,355,叫（介）,jiào,(preposition)
355,356,较,jiào,compare; comparatively; relatively; fairly; quite; rather
356,357,教材,jiàocái,teaching material
357,358,教练,jiàoliàn,coach
358,359,结实,jiēshi,strong
359,360,接待,jiēdài,Reception
360,361,接近,jiējìn,near
361,362,节约,jiéyuē,save
362,363,结合,jiéhé,Combination
363,364,结婚,jiéhūn,marry
364,365,结束,jiéshù,End
365,366,解决,jiějué,Solve
366,367,解开,jiě kāi,undo; untie; unfasten; unbutton
367,368,金,jīn,gold
368,369,金牌,jīn pái,gold medal
369,370,仅,jǐn,only; merely; barely
370,371,仅仅,jǐn jǐn,only; merely; barely
371,372,尽量,jǐnliàng,as far as possible
372,373,紧,jǐn,tight; close; urgent; strict
373,374,紧急,jǐnjí,urgent
374,375,紧张,jǐnzhāng,Nervous
375,376,进步,jìnbù,progress
376,377,进一步,jìn yí bù,go a step further; further
377,378,进展,jìnzhǎn,evolve; get along
378,379,近期,jìn qī,recent
379,380,京剧,jīngjù,Beijing opera
380,381,经济,jīngjì,Economics
381,382,经历,jīnglì,experience
382,383,经验,jīngyàn,experience
383,384,经营,jīngyíng,Management
384,385,精彩,jīngcǎi,Marvellous
385,386,精神,jīngshén,"spirit, mind"
386,387,精神,jīngshen,"lively, vigour"
387,388,景色,jǐngsè,scenery
388,389,警察,jǐngchá,Police
389,390,静,jìng,silent; quiet; calm
390,391,久,jiǔ,long
391,392,旧,jiù,used
392,393,救,jiù,save
393,394,就是,jiù shì,precisely; exactly; just like
394,395,就业,jiùyè,take up an occupation
395,396,举办,jǔbàn,hold
396,397,具体,jùtǐ,specific
397,398,具有,jù yǒu,possess; have; be provided with
398,399,剧场,jù chǎng,theater
399,400,据说,jùshuō,allegedly
400,401,决定,juédìng,Decision
401,402,决赛,juésài,Finals
402,403,决心,juéxīn,Determination
403,404,绝对,juéduì,Absolutely
404,405,咖啡,kāfēi,Coffee
405,406,开发,kāifā,Development
406,407,开放,kāifàng,To open up
407,408,开始,kāishǐ,start
408,409,开业,kāi yè,start business; open a private practice
409,410,开展,kāizhǎn,Develop
410,411,看起来,kàn qǐ lái,look like
411,412,看上去,kàn shàng qù,seem
412,413,考验,kǎoyàn,test
413,414,科技,kē jì,science and technology
414,415,可靠,kěkào,reliable
415,416,可乐,kě lè,coke; cola
416,417,克服,kèfú,Overcome
417,418,客观,kèguān,objective
418,419,课程,kèchéng,curriculum
419,420,空,kōng,empty
420,421,空调,kōngtiáo,Air conditioner
421,422,恐怕,kǒngpà,I’m afraid
422,423,空儿,kòngr,free time
423,424,裤子,kùzi,trousers
424,425,快速,kuài sù,fast; high-speed
425,426,困,kùn,sleepy
426,427,困难,kùnnán,difficulty
427,428,浪费,làngfèi,Waste
428,429,老百姓,lǎobǎixìng,Ordinary people
429,430,老板,lǎobǎn,Boss
430,431,老太太,lǎo tài tai,old lady
431,432,老头儿,lǎo tóur,old man
432,433,乐,lè,happy; laugh; cheerful
433,434,乐观,lèguān,optimistic
434,435,类,lèi,class; category; kind; type
435,436,类似,lèisì,Similar
436,437,离婚,líhūn,divorce
437,438,里面,lǐ miàn,inside; interior
438,439,理发,lǐfà,Haircut
439,440,理解,lǐjiě,Understand
440,441,理论,lǐlùn,theory
441,442,理由,lǐyóu,Reason
442,443,力,lì,power; force
443,444,力量,lìliàng,Power
444,445,立刻,lìkè,immediately
445,446,利用,lìyòng,utilize
446,447,连,lián,even
447,448,连忙,liánmáng,Hurriedly
448,449,连续,liánxù,serial
