0,1,安慰,ānwèi,comfort
1,2,岸,àn,bank
2,3,岸上,àn shàng,ashore; shore; bank
3,4,按摩,ànmó,massage
4,5,拔,bá,pluck; pull out; draw; select; choose; extract
5,6,白酒,bái jiǔ,Chinese Baijiu; liquor and spirits
6,7,拜访,bàifǎng,visit
7,8,版,bǎn,printing plate; edition; version
8,9,扮演,bànyǎn,Play the role
9,10,棒,bàng,stick；excellent
10,11,包围,bāowéi,Surround
11,12,包装,bāozhuāng,pack; put up; make up
12,13,保卫,bǎowèi,Defend
13,14,保养,bǎoyǎng,maintain
14,15,报答,bàodá,reciprocate; pay back; repay
15,16,报警,bàojǐng,call the police
16,17,抱怨,bàoyuàn,Complain
17,18,背包,bēi bāo,backpack; knapsack; rucksack; infantry pack
18,19,悲剧,bēi jù,tragedy
19,20,悲伤,bēi shāng,sad; sorrowful
20,21,北极,běijí,arctic
21,22,被动,bèidòng,passive
22,23,辈,bèi,generation; lifetime
23,24,本人,běnrén,oneself
24,25,鼻子,bízi,nose
25,26,比方,bǐfāng,Example
26,27,比重,bǐzhòng,specific gravity; proportion
27,28,彼此,bǐcǐ,each other
28,29,必,bì,must; certainly; necessarily
29,30,必需,bì xū,essential; indispensable
30,31,毕竟,bìjìng,after all
31,32,闭幕,bì mù,close; conclude; lower the curtain
32,33,闭幕式,bì mù shì,closing ceremony
33,34,边境,biānjìng,border; frontier
34,35,编辑,biānjí,edit
35,36,编辑,biānji,editor
36,37,变动,biàn dòng,change; alteration; variation
37,38,便利,biànlì,facilitate
38,39,便条,biàntiáo,Note
39,40,便于,biànyú,Easy to
40,41,宾馆,bīnguǎn,hotel
41,42,饼,bǐng,cake; cookie; pastry; round flat cake
42,43,饼干,bǐnggān,Biscuits
43,44,病毒,bìngdú,virus
44,45,玻璃,bōli,Glass
45,46,博客,bó kè,blog
46,47,博览会,bólǎnhuì,exposition
47,48,博士,bóshì,doctor
48,49,博物馆,bówùguǎn,Museum
49,50,薄弱,bóruò,weak
50,51,不顾,búgù,disregard
51,52,不利,bú lì,unfavourable; disadvantageous; harmful; detrimental
52,53,不耐烦,búnàifán,Impatient
53,54,不幸,bú xìng,misfortune; unfortunat; unfortunately
54,55,不易,bú yì,not easy; difficult; tough
55,56,补偿,bǔcháng,compensate
56,57,补贴,bǔtiē,subsidy
57,58,不曾,bù céng,never
58,59,不得了,búdéliǎo,Very
59,60,不敢当,bùgǎndāng,I really don’t deserve this.
60,61,不良,bù liáng,bad; harmful; unhealthy
61,62,不免,bùmiǎn,unavoidable
62,63,不能不,bù néng bù,have to; cannot but
63,64,不时,bùshí,now and then
64,65,不停,bù tíng,without stop; non-stop
65,66,不许,bù xǔ,not allow; must not; can’t
66,67,不止,bùzhǐ,more than
67,68,不足,bùzú,insufficient
68,69,部位,bùwèi,part; section
69,70,猜,cāi,guess
70,71,猜测,cāi cè,guess; conjecture; surmise
71,72,裁判,cáipàn,Referee
72,73,采购,cǎigòu,Purchase
73,74,彩票,cǎipiào,lottery
74,75,餐馆,cān guǎn,restaurant
75,76,餐厅,cāntīng,Restaurant
76,77,餐饮,cān yǐn,catering; repast
77,78,草原,cǎo yuán,grasslands; prairie
78,79,册,cè,book (measure word)
79,80,层次,céngcì,gradation; arrangement
80,81,叉,chā,fork; cross
81,82,叉子,chāzi,Fork
82,83,差别,chābié,difference
83,84,差距,chājù,disparity; distance
84,85,插,chā,insert
85,86,查询,chá xún,inquire; demand
86,87,差（一）点儿,chā（yì）diǎnr,almost; nearly
87,88,拆,chāi,Remove
88,89,拆除,chāi chú,tear down; demolish; dismantle; remove
89,90,产业,chǎnyè,industry
90,91,长度,cháng dù,length; extent
91,92,长寿,cháng shòu,long life; longevity
92,93,肠,cháng,intestine; bowel; intestinal
93,94,尝,cháng,taste
94,95,尝试,chángshì,attempt
95,96,厂长,chǎng zhǎng,factory director; plant manager
96,97,场面,chǎngmiàn,scene
97,98,倡导,chàngdǎo,Advocate
98,99,超越,chāoyuè,Transcend
99,100,车主,chē zhǔ,car owner
100,101,称²（动）,chēng,call; say; name; commend; weigh
101,102,称号,chēnghào,Title
102,103,成本,chéngběn,cost
103,104,成交,chéngjiāo,Deal
104,105,成效,chéngxiào,"Results, effects"
105,106,成语,chéngyǔ,idiom
106,107,承办,chéngbàn,Undertake
107,108,城里,chéng lǐ,inside the city; in town
108,109,乘,chéng,ride
109,110,乘车,chéng chē,riding; ride
110,111,乘客,chéng kè,passenger
111,112,乘坐,chéngzuò,ride
112,113,吃力,chīlì,Sweaty
113,114,池子,chí zi,pond; pool
114,115,迟,chí,late; delayed; slow
115,116,冲动,chōngdòng,impulse
116,117,冲突,chōngtū,conflict
117,118,充足,chōngzú,adequate
118,119,愁,chóu,worry; be anxious
119,120,丑,chǒu,ugly
120,121,臭,chòu,smelly
121,122,出版,chūbǎn,publish
122,123,出差,chūchāi,A business travel
123,124,出汗,chū hàn,sweat; sweating
124,125,出于,chū yú,out of; start from; proceed from; stem
125,126,初期,chū qī,prime; initial stage; early days
126,127,除非,chúfēi,Unless
127,128,除夕,chúxī,the New Year’s Eve
128,129,厨房,chúfáng,Kitchen
129,130,处罚,chǔ fá,punish; penalize; punishment
130,131,处分,chǔfèn,prescription
131,132,处在,chǔ zài,at; be in
132,133,传达,chuándá,Convey
133,134,传递,chuán dì,transmit; deliver; transfer
134,135,传真,chuánzhēn,Fax
135,136,窗帘,chuānglián,Window curtains
136,137,闯,chuǎng,rush; dash
137,138,创立,chuànglì,Found
138,139,辞典,cí diǎn,dictionary
139,140,辞职,cízhí,resign
140,141,此后,cǐ hòu,after that; hereafter; henceforth
141,142,此刻,cǐ kè,now; at the moment
142,143,此时,cǐ shí,this moment; now
143,144,聪明,cōngming,clever
144,145,从而,cóng’ér,thus
145,146,从中,cóng zhōng,from; therefrom
146,147,脆,cuì,crisp; brittle; fragile; clear voice
147,148,存款,cún kuǎn,deposit; bank savings
148,149,寸,cùn,very short; a unit of length (=1/3 decimetre)
149,150,达成,dáchéng,Reach
150,151,答,dá,answer; reply; respond; return
151,152,答复,dáfù,Reply
152,153,打（介）,dǎ,from; since
153,154,打扮,dǎban,dress up
154,155,打包,dǎbāo,Pack
155,156,打击,dǎjī,strike
156,157,打架,dǎjià,Fight
157,158,打扰,dǎrǎo,Disturb
158,159,大胆,dà dǎn,bold; daring; audacious; audacity
159,160,大都,dà dōu,for the most part; mostly
160,161,大纲,dà gāng,outline; main point; compendium
161,162,大伙儿,dàhuǒr,you all; everybody
162,163,大奖赛,dà jiǎng sài,grand prix
163,164,大脑,dà nǎo,cerebrum; brain
164,165,大事,dà shì,event; in a big way
165,166,大厅,dà tīng,hall
166,167,大象,dàxiàng,Elephant
167,168,大熊猫,dà xióng māo,panda; giant panda
168,169,大于,dà yú,be greater than; more than
169,170,大致,dàzhì,roughly
170,171,呆,dāi,stay
171,172,待,dāi,stay
172,173,代价,dàijià,cost
173,174,代理,dàilǐ,agent
174,175,带有,dài yǒu,with; have; bear
175,176,贷款,dàikuǎn,extend credit to; provide a loan
176,177,单一,dān yī,single; unitary; sole
177,178,胆,dǎn,courage; gut; bravery; gallbladder
178,179,胆小,dǎn xiǎo,timid; cowardly
179,180,蛋糕,dàngāo,Cake
180,181,当场,dāngchǎng,On the spot
181,182,当代,dāngdài,Contemporary
182,183,当年,dāng nián,in those years; in those days
183,184,当前,dāngqián,current
184,185,当选,dāngxuǎn,be elected; come in
185,186,挡,dǎng,block
186,187,到来,dào lái,arrival; advent
187,188,倒是,dào shì,on the contrary; contrariwise; actually
188,189,道德,dàodé,Morality
189,190,得了,dé le,stop it; hold it; got
190,191,得以,dé yǐ,be able to
191,192,等候,děnghòu,Wait
192,193,等级,děngjí,grade; rank
193,194,低于,dī yú,below; under
194,195,地带,dì dài,zone; district; region
195,196,地形,dì xíng,terrain; topography; orographic
196,197,地震,dìzhèn,earthquake
197,198,递,dì,Delivery
198,199,递给,dì gěi,hand over; pass on
199,200,典礼,diǎnlǐ,Ceremony
200,201,点燃,diǎn rán,light; ignite; kindle
201,202,电池,diànchí,Battery
202,203,电饭锅,diàn fàn guō,rice cooker
203,204,电子版,diàn zǐ bǎn,electronic edition
204,205,调动,diàodòng,transfer
205,206,丢,diū,lose
206,207,动机,dòngjī,motivation
207,208,动手,dòngshǒu,DIY
